2025-09-23T03:58:17Z,732.32,25.03
2025-09-23T04:03:20Z,732.34,25.03
2025-09-23T04:08:23Z,732.28,25.03
2025-09-23T04:13:27Z,732.36,25.03
2025-09-23T04:18:30Z,732.30,25.03
2025-09-23T04:23:33Z,732.40,24.99
2025-09-23T04:28:36Z,732.32,25.00
2025-09-23T04:33:39Z,732.30,24.99
2025-09-23T04:38:42Z,732.34,24.98
2025-09-23T04:43:46Z,732.40,24.98
2025-09-23T04:48:49Z,732.36,24.98
2025-09-23T04:53:52Z,732.46,24.98
2025-09-23T04:58:55Z,732.52,24.99
2025-09-23T05:03:58Z,732.57,24.96
2025-09-23T05:09:02Z,732.59,24.93
2025-09-23T05:14:05Z,732.65,24.94
2025-09-23T05:19:08Z,732.65,24.94
2025-09-23T05:24:11Z,732.65,24.92
2025-09-23T05:29:14Z,732.59,24.93
2025-09-23T05:34:18Z,732.67,24.91
2025-09-23T05:39:21Z,732.61,24.91
2025-09-23T05:44:25Z,732.55,24.94
2025-09-23T05:49:28Z,732.61,24.92
2025-09-23T05:54:32Z,732.67,24.89
2025-09-23T05:59:35Z,732.71,24.88
2025-09-23T06:04:40Z,732.71,24.86
2025-09-23T06:09:43Z,732.71,24.85
2025-09-23T06:14:46Z,732.81,24.84
2025-09-23T06:19:49Z,732.81,24.82
2025-09-23T06:24:53Z,732.81,24.83
2025-09-23T06:29:57Z,733.05,24.66
2025-09-23T06:35:00Z,733.16,24.55
2025-09-23T06:40:03Z,733.32,24.45
2025-09-23T06:45:06Z,733.32,24.44
2025-09-23T06:50:09Z,733.40,24.40
2025-09-23T06:55:14Z,733.48,24.35
2025-09-23T07:00:17Z,733.54,24.35
2025-09-23T07:05:21Z,733.56,24.30
2025-09-23T07:10:24Z,733.52,24.34
2025-09-23T07:15:28Z,733.55,24.28
2025-09-23T07:20:33Z,733.69,24.17
2025-09-23T07:25:37Z,733.81,24.08
2025-09-23T07:30:41Z,733.97,23.95
2025-09-23T07:35:46Z,734.10,23.86
2025-09-23T07:40:50Z,734.20,23.76
2025-09-23T07:45:53Z,734.36,23.66
2025-09-23T07:50:57Z,734.36,23.63
2025-09-23T07:56:01Z,734.41,23.61
2025-09-23T08:01:05Z,734.45,23.57
2025-09-23T08:06:09Z,734.47,23.58
2025-09-23T08:11:13Z,734.53,23.58
2025-09-23T08:16:16Z,734.71,23.47
2025-09-23T08:21:19Z,734.67,23.52
2025-09-23T08:26:24Z,734.67,23.56
2025-09-23T08:31:27Z,734.67,23.58
2025-09-23T08:36:30Z,734.61,23.63
2025-09-23T08:41:33Z,734.71,23.56
2025-09-23T08:46:37Z,734.65,23.60
2025-09-23T08:51:40Z,734.69,23.57
2025-09-23T08:56:44Z,734.61,23.63
2025-09-23T09:01:48Z,734.58,23.64
2025-09-23T09:06:52Z,734.57,23.60
2025-09-23T09:11:56Z,734.50,23.63
2025-09-23T09:17:00Z,734.52,23.65
2025-09-23T09:22:04Z,734.61,23.54
2025-09-23T09:27:08Z,734.61,23.52
2025-09-23T09:32:12Z,734.53,23.54
2025-09-23T09:37:16Z,734.47,23.59
2025-09-23T09:42:20Z,734.38,23.67
2025-09-23T09:47:23Z,734.51,23.59
2025-09-23T09:52:27Z,734.45,23.60
2025-09-23T09:57:31Z,734.51,23.53
2025-09-23T10:02:34Z,734.24,23.75
2025-09-23T10:07:38Z,734.06,23.93
2025-09-23T10:12:41Z,733.93,24.03
2025-09-23T10:17:44Z,733.87,24.06
2025-09-23T10:22:47Z,733.83,24.12
2025-09-23T10:27:50Z,733.71,24.17
2025-09-23T10:32:54Z,733.71,24.19
2025-09-23T10:37:57Z,733.67,24.23
2025-09-23T10:43:00Z,733.51,24.24
2025-09-23T10:48:03Z,733.51,24.25
2025-09-23T10:53:07Z,733.55,24.28
2025-09-23T10:58:11Z,733.53,24.29
2025-09-26T06:33:14Z,733.34,22.14
2025-09-26T06:38:18Z,733.26,22.17
2025-09-26T06:43:22Z,733.24,22.17
2025-09-26T06:48:27Z,733.42,22.06
2025-09-26T06:53:31Z,733.58,21.95
2025-09-26T06:58:34Z,733.33,22.22
2025-09-26T07:03:37Z,733.52,22.05
2025-09-26T07:08:41Z,733.44,22.12
2025-09-26T07:13:45Z,733.44,22.10
2025-09-26T07:18:50Z,733.21,22.35
2025-09-26T07:23:53Z,733.35,22.27
2025-09-26T07:28:56Z,733.35,22.22
2025-09-26T07:34:00Z,733.13,22.37
2025-09-26T07:39:03Z,733.19,22.37
2025-09-26T07:44:07Z,733.15,22.42
2025-09-26T07:49:11Z,733.31,22.32
